PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37777255","Future Innovations in Novel Detection for Atrial Fibrillation (FIND-AF): pilot study of an electronic health record machine learning algorithm-guided intervention to identify undiagnosed atrial fibrillation","Nadarajah R, Wahab A, Reynolds C, Raveendra K, Askham D, Dawson R, Keene J, Shanghavi S, Lip GYH, Hogg D, Cowan C, Wu J, Gale CP.","Open Heart. 2023 Sep;10(2):e002447. doi: 10.1136/openhrt-2023-002447.","Nadarajah R","Open Heart","2023","2023/09/30","PMC10546147","","10.1136/openhrt-2023-002447"
"35726466","American Indian/Alaska Native, Black, and Hispanic dentists' experiences of discrimination","Fleming E, Mertz E, Jura M, Kottek A, Gates P.","J Public Health Dent. 2022 Mar;82 Suppl 1(Suppl 1):46-52. doi: 10.1111/jphd.12513.","Fleming E","J Public Health Dent","2022","2022/06/21","PMC9543282","","10.1111/jphd.12513"
"39893988","Health professionals' perspectives on the use of Artificial Intelligence in healthcare: A systematic review","Sahoo RK, Sahoo KC, Negi S, Baliarsingh SK, Panda B, Pati S.","Patient Educ Couns. 2025 May;134:108680. doi: 10.1016/j.pec.2025.108680. Epub 2025 Jan 27.","Sahoo RK","Patient Educ Couns","2025","2025/02/02","","","10.1016/j.pec.2025.108680"
"35909984","Is AI recruiting (un)ethical? A human rights perspective on the use of AI for hiring","Hunkenschroer AL, Kriebitz A.","AI Ethics. 2023;3(1):199-213. doi: 10.1007/s43681-022-00166-4. Epub 2022 Jul 25.","Hunkenschroer AL","AI Ethics","2023","2022/08/01","PMC9309597","","10.1007/s43681-022-00166-4"
"40916423","Large language models in nephrology: applications and challenges in chronic kidney disease management","Hu Y, Liu J, Jiang W.","Ren Fail. 2025 Dec;47(1):2555686. doi: 10.1080/0886022X.2025.2555686. Epub 2025 Sep 7.","Hu Y","Ren Fail","2025","2025/09/08","PMC12418797","","10.1080/0886022X.2025.2555686"
"41334427","Perspective on Using Artificial Intelligence in Alcohol Research and Treatment: Opportunities and Ethical Considerations","Moniz-Lewis DIK, Kirouac M, McCool MW, Schwebel FJ, Witkiewitz K.","Alcohol Res. 2025 Nov 26;45(1):12. doi: 10.35946/arcr.v45.1.12. eCollection 2025.","Moniz-Lewis DIK","Alcohol Res","2025","2025/12/03","PMC12668786","","10.35946/arcr.v45.1.12"
"39799832","Conversational agents in physical and psychological symptom management: A systematic review of randomized controlled trials","Yang Q, Cheung K, Zhang Y, Zhang Y, Qin J, Xie YJ.","Int J Nurs Stud. 2025 Mar;163:104991. doi: 10.1016/j.ijnurstu.2024.104991. Epub 2024 Dec 28.","Yang Q","Int J Nurs Stud","2025","2025/01/12","","","10.1016/j.ijnurstu.2024.104991"
"40911384","Responsible artificial intelligence (AI) in healthcare: a paradigm shift in leadership and strategic management","Haque A.","Leadersh Health Serv (Bradf Engl). 2025 Oct 16;38(4):644-656. doi: 10.1108/LHS-01-2025-0018.","Haque A","Leadersh Health Serv (Bradf Engl)","2025","2025/09/05","PMC12641233","","10.1108/LHS-01-2025-0018"
"37888426","Critical Thinking: Creating Job-Proof Skills for the Future of Work","Dumitru D, Halpern DF.","J Intell. 2023 Oct 9;11(10):194. doi: 10.3390/jintelligence11100194.","Dumitru D","J Intell","2023","2023/10/27","PMC10607682","","10.3390/jintelligence11100194"
"41623358","Effects of a transformer-based AI-based application to support incontinence-associated dermatitis and pressure injury assessment, nursing care and documentation: Controlled pilot intervention study","Pinnekamp H, Priester V, Steidle J, Majjouti K, Brehmer A, Tapp-Herrenbrück M, Aleithe M, Kleesiek J, Hosters B, Fischer U.","Int J Nurs Stud Adv. 2026 Jan 7;10:100479. doi: 10.1016/j.ijnsa.2026.100479. eCollection 2026 Jun.","Pinnekamp H","Int J Nurs Stud Adv","2026","2026/02/02","PMC12860361","","10.1016/j.ijnsa.2026.100479"
"38034843","Transforming cancer clinical trials: The integral role of artificial intelligence in electronic health records for efficient patient recruitment","Nashwan AJ, Hani SB.","Contemp Clin Trials Commun. 2023 Nov 7;36:101223. doi: 10.1016/j.conctc.2023.101223. eCollection 2023 Dec.","Nashwan AJ","Contemp Clin Trials Commun","2023","2023/11/30","PMC10682526","","10.1016/j.conctc.2023.101223"
"38875540","Developing Ethics and Equity Principles, Terms, and Engagement Tools to Advance Health Equity and Researcher Diversity in AI and Machine Learning: Modified Delphi Approach","Hendricks-Sturrup R, Simmons M, Anders S, Aneni K, Wright Clayton E, Coco J, Collins B, Heitman E, Hussain S, Joshi K, Lemieux J, Lovett Novak L, Rubin DJ, Shanker A, Washington T, Waters G, Webb Harris J, Yin R, Wagner T, Yin Z, Malin B.","JMIR AI. 2023 Dec 6;2:e52888. doi: 10.2196/52888.","Hendricks-Sturrup R","JMIR AI","2023","2024/06/14","PMC11041493","","10.2196/52888"
"40038690","Development of model for identifying homologous recombination deficiency (HRD) status of ovarian cancer with deep learning on whole slide images","Zhang K, Qiu Y, Feng S, Yin H, Liu Q, Zhu Y, Cui H, Wei X, Wang G, Wang X, Shen Y.","J Transl Med. 2025 Mar 4;23(1):267. doi: 10.1186/s12967-025-06234-7.","Zhang K","J Transl Med","2025","2025/03/04","PMC11877705","","10.1186/s12967-025-06234-7"
"39857547","Artificial Intelligence-Driven Translation Tools in Intensive Care Units for Enhancing Communication and Research","Bahrami S, Rubulotta F.","Int J Environ Res Public Health. 2025 Jan 12;22(1):95. doi: 10.3390/ijerph22010095.","Bahrami S","Int J Environ Res Public Health","2025","2025/01/25","PMC11765060","","10.3390/ijerph22010095"
"39359710","The Neuromuscular Portal and Match: Working Toward a More Fair, Equitable, and Transparent Process","Laughlin RS, Adkins S, Baer M, Dehbashi S, Gable K, Govindarajan R, Guidon AC, Gwathmey KG, Hehir MK, Imperioli M, Price RS, Sakamuri S, Sokol J, Tiongson N, Wong ES, London Z.","Neurol Educ. 2023 Aug 23;2(3):e200086. doi: 10.1212/NE9.0000000000200086. eCollection 2023 Sep 25.","Laughlin RS","Neurol Educ","2023","2024/10/03","PMC11446161","","10.1212/NE9.0000000000200086"
"36326997","Evaluating CloudResearch's Approved Group as a solution for problematic data quality on MTurk","Hauser DJ, Moss AJ, Rosenzweig C, Jaffe SN, Robinson J, Litman L.","Behav Res Methods. 2023 Dec;55(8):3953-3964. doi: 10.3758/s13428-022-01999-x. Epub 2022 Nov 3.","Hauser DJ","Behav Res Methods","2023","2022/11/03","PMC10700412","","10.3758/s13428-022-01999-x"
"38940314","Discriminative and exploitive stereotypes: Artificial intelligence generated images of aged care nurses and the impacts on recruitment and retention","Byrne AL, Mulvogue J, Adhikari S, Cutmore E.","Nurs Inq. 2024 Jul;31(3):e12651. doi: 10.1111/nin.12651. Epub 2024 Jun 28.","Byrne AL","Nurs Inq","2024","2024/06/28","","","10.1111/nin.12651"
"35969542","Learning Fair Representations via Distance Correlation Minimization","Guo D, Wang C, Wang B, Zha H.","IEEE Trans Neural Netw Learn Syst. 2024 Feb;35(2):2139-2152. doi: 10.1109/TNNLS.2022.3187165. Epub 2024 Feb 5.","Guo D","IEEE Trans Neural Netw Learn Syst","2024","2022/08/15","","","10.1109/TNNLS.2022.3187165"
"35107127","Considerations for the implementation of machine learning into acute care settings","Bishara A, Maze EH, Maze M.","Br Med Bull. 2022 Mar 21;141(1):15-32. doi: 10.1093/bmb/ldac001.","Bishara A","Br Med Bull","2022","2022/02/02","","","10.1093/bmb/ldac001"
"39627045","Gender bias in text-to-image generative artificial intelligence depiction of Australian paramedics and first responders","Currie G, Hewis J, Ebbs P.","Australas Emerg Care. 2025 Jun;28(2):103-109. doi: 10.1016/j.auec.2024.11.003. Epub 2024 Dec 2.","Currie G","Australas Emerg Care","2025","2024/12/03","","","10.1016/j.auec.2024.11.003"
"35858360","Propagation of societal gender inequality by internet search algorithms","Vlasceanu M, Amodio DM.","Proc Natl Acad Sci U S A. 2022 Jul 19;119(29):e2204529119. doi: 10.1073/pnas.2204529119. Epub 2022 Jul 12.","Vlasceanu M","Proc Natl Acad Sci U S A","2022","2022/07/20","PMC9304000","","10.1073/pnas.2204529119"
"36568961","Applying XAI to an AI-based system for candidate management to mitigate bias and discrimination in hiring","Hofeditz L, Clausen S, Rieß A, Mirbabaie M, Stieglitz S.","Electron Mark. 2022;32(4):2207-2233. doi: 10.1007/s12525-022-00600-9. Epub 2022 Dec 20.","Hofeditz L","Electron Mark","2022","2022/12/26","PMC9764302","","10.1007/s12525-022-00600-9"
"41189751","Artificial intelligence and electronic health records: a narrative review of current applications and challenges in pediatric surgery","Javed J, Islam S.","World J Pediatr Surg. 2025 Oct 31;8(5):e001100. doi: 10.1136/wjps-2025-001100. eCollection 2025.","Javed J","World J Pediatr Surg","2025","2025/11/05","PMC12581078","","10.1136/wjps-2025-001100"
"36743642","Game based assessments of cognitive ability in recruitment: Validity, fairness and test-taking experience","Leutner F, Codreanu SC, Brink S, Bitsakis T.","Front Psychol. 2023 Jan 18;13:942662. doi: 10.3389/fpsyg.2022.942662. eCollection 2022.","Leutner F","Front Psychol","2023","2023/02/06","PMC9891208","","10.3389/fpsyg.2022.942662"
"40560241","Artificial Intelligence to Support Qualitative Data Analysis: Promises, Approaches, Pitfalls","Cook DA, Ginsburg S, Sawatsky AP, Kuper A, D'Angelo JD.","Acad Med. 2025 Oct 1;100(10):1134-1149. doi: 10.1097/ACM.0000000000006134. Epub 2025 Jun 25.","Cook DA","Acad Med","2025","2025/06/25","","","10.1097/ACM.0000000000006134"
"33828118","Crowdsourced privacy-preserved feature tagging of short home videos for machine learning ASD detection","Washington P, Tariq Q, Leblanc E, Chrisman B, Dunlap K, Kline A, Kalantarian H, Penev Y, Paskov K, Voss C, Stockham N, Varma M, Husic A, Kent J, Haber N, Winograd T, Wall DP.","Sci Rep. 2021 Apr 7;11(1):7620. doi: 10.1038/s41598-021-87059-4.","Washington P","Sci Rep","2021","2021/04/08","PMC8027393","","10.1038/s41598-021-87059-4"
"32266144","Quality Assessment Across Disciplines in Head and Neck Cancer Treatment Diagnostic Pathology in HNSCC","Sloan P, Robinson M.","Front Oncol. 2020 Mar 24;10:364. doi: 10.3389/fonc.2020.00364. eCollection 2020.","Sloan P","Front Oncol","2020","2020/04/09","PMC7105634","","10.3389/fonc.2020.00364"
"40236787","Ethical Artificial Intelligence in Nursing Workforce Management and Policymaking: Bridging Philosophy and Practice","Park CS.","J Nurs Manag. 2025 Apr 8;2025:7954013. doi: 10.1155/jonm/7954013. eCollection 2025.","Park CS","J Nurs Manag","2025","2025/04/16","PMC11999746","","10.1155/jonm/7954013"
"39527608","New colleague or gimmick hurdle? A user-centric scoping review of the barriers and facilitators of robots in hospitals","Rasmussen MK, Schneider-Kamp A, Hyrup T, Godono A.","PLOS Digit Health. 2024 Nov 11;3(11):e0000660. doi: 10.1371/journal.pdig.0000660. eCollection 2024 Nov.","Rasmussen MK","PLOS Digit Health","2024","2024/11/11","PMC11554139","","10.1371/journal.pdig.0000660"
"30521685","Smartphone applications for triaging adults with skin lesions that are suspicious for melanoma","Chuchu N, Takwoingi Y, Dinnes J, Matin RN, Bassett O, Moreau JF, Bayliss SE, Davenport C, Godfrey K, O'Connell S, Jain A, Walter FM, Deeks JJ, Williams HC; Cochrane Skin Cancer Diagnostic Test Accuracy Group.","Cochrane Database Syst Rev. 2018 Dec 4;12(12):CD013192. doi: 10.1002/14651858.CD013192.","Chuchu N","Cochrane Database Syst Rev","2018","2018/12/07","PMC6517294","","10.1002/14651858.CD013192"
"40834779","Anxiety or engaged? Research on the impact of technostress on employees' innovative behavior in the era of artificial intelligence","Zhang S, Guo P, Yuan Y, Ji Y.","Acta Psychol (Amst). 2025 Sep;259:105442. doi: 10.1016/j.actpsy.2025.105442. Epub 2025 Aug 19.","Zhang S","Acta Psychol (Amst)","2025","2025/08/20","","","10.1016/j.actpsy.2025.105442"
"40361478","Advancements in Electronic Medical Records for Clinical Trials: Enhancing Data Management and Research Efficiency","Lee M, Kim K, Shin Y, Lee Y, Kim TJ.","Cancers (Basel). 2025 May 2;17(9):1552. doi: 10.3390/cancers17091552.","Lee M","Cancers (Basel)","2025","2025/05/14","PMC12071135","","10.3390/cancers17091552"
"33866232","Leveraging data and AI to deliver on the promise of digital health","Aerts A, Bogdan-Martin D.","Int J Med Inform. 2021 Jun;150:104456. doi: 10.1016/j.ijmedinf.2021.104456. Epub 2021 Apr 10.","Aerts A","Int J Med Inform","2021","2021/04/18","","","10.1016/j.ijmedinf.2021.104456"
"38196387","Algorithmic identification of persons with dementia for research recruitment: ethical considerations","London AJ, Karlawish J, Largent EA, Hey SP, McCarthy EP.","Inform Health Soc Care. 2024 Jan 2;49(1):28-41. doi: 10.1080/17538157.2023.2299881. Epub 2024 Jan 10.","London AJ","Inform Health Soc Care","2024","2024/01/10","PMC11001531","NIHMS1956512","10.1080/17538157.2023.2299881"
"36417029","Perspectives of radiographers on the emergence of artificial intelligence in diagnostic imaging in Saudi Arabia","Aldhafeeri FM.","Insights Imaging. 2022 Nov 22;13(1):178. doi: 10.1186/s13244-022-01319-z.","Aldhafeeri FM","Insights Imaging","2022","2022/11/23","PMC9684377","","10.1186/s13244-022-01319-z"
"35613775","Development and validation of a diabetes mellitus and prediabetes risk prediction function for case finding in primary care in Hong Kong: a cross-sectional study and a prospective study protocol paper","Dong W, Cheng WHG, Tse ETY, Mi Y, Wong CKH, Tang EHM, Yu EYT, Chin WY, Bedford LE, Ko WWK, Chao DVK, Tan KCB, Lam CLK.","BMJ Open. 2022 May 24;12(5):e059430. doi: 10.1136/bmjopen-2021-059430.","Dong W","BMJ Open","2022","2022/05/25","PMC9131118","","10.1136/bmjopen-2021-059430"
"39587845","Healthcare Professionals' Views on the Use of Passive Sensing and Machine Learning Approaches in Secondary Mental Healthcare: A Qualitative Study","Rogan J, Firth J, Bucci S.","Health Expect. 2024 Dec;27(6):e70116. doi: 10.1111/hex.70116.","Rogan J","Health Expect","2024","2024/11/26","PMC11589162","","10.1111/hex.70116"
"35025756","Predicting Real-world Hypoglycemia Risk in American Adults With Type 1 or 2 Diabetes Mellitus Prescribed Insulin and/or Secretagogues: Protocol for a Prospective, 12-Wave Internet-Based Panel Survey With Email Support (the iNPHORM [Investigating Novel Predictions of Hypoglycemia Occurrence Using Real-world Models] Study)","Ratzki-Leewing A, Ryan BL, Zou G, Webster-Bogaert S, Black JE, Stirling K, Timcevska K, Khan N, Buchenberger JD, Harris SB.","JMIR Res Protoc. 2022 Feb 11;11(2):e33726. doi: 10.2196/33726.","Ratzki-Leewing A","JMIR Res Protoc","2022","2022/01/13","PMC8881777","","10.2196/33726"
"40802569","EHRA perspective on the digital data revolution in arrhythmia management: insights from the association's annual summit","Traykov V, Puererfellner H, Burri H, Foldesi CL, Scherr D, Duncker D, Arbelo E, Botto GL, Boriani G, Heidbuchel H, Malaczynska-Rajpold K, Farkowski MM, Dagres N, Szymanski P, Huculeci R, Casado-Arroyo R, Boveda S, Merino JL.","Europace. 2025 Aug 4;27(8):euaf149. doi: 10.1093/europace/euaf149.","Traykov V","Europace","2025","2025/08/13","PMC12345632","","10.1093/europace/euaf149"
"41278377","The double-edged algorithm: A rapid review exploring the trustworthy and responsible use of generative AI in public health","MacKay M, Kukan A, McWhirter JE.","Digit Health. 2025 Nov 19;11:20552076251393302. doi: 10.1177/20552076251393302. eCollection 2025 Jan-Dec.","MacKay M","Digit Health","2025","2025/11/24","PMC12638740","","10.1177/20552076251393302"
"41497554","HUMAN AND ARTIFICIAL INTELLIGENCE: A REVIEW OF COMPETENCIES, COLLABORATION, AND ETHICAL IMPLICATIONS","Ifeanyichukwu A, Vaswani V.","Palgo J Educ Res. 2025 Apr;10(1):1-8. doi: 10.5281/zenodo.15292956. Epub 2025 Apr 28.","Ifeanyichukwu A","Palgo J Educ Res","2025","2026/01/07","PMC12768574","NIHMS2133104","10.5281/zenodo.15292956"
"40840979","Barriers and facilitators to nurses' adoption of artificial intelligence-driven solutions in clinical practice: a protocol for a systematic review of qualitative studies","Shankar R, Devi F, Ang E, Er J.","BMJ Open. 2025 Aug 21;15(8):e099875. doi: 10.1136/bmjopen-2025-099875.","Shankar R","BMJ Open","2025","2025/08/21","PMC12374637","","10.1136/bmjopen-2025-099875"
"40816932","Remote neonatal neurocritical care: from the bedside to the cloud","Variane GFT, Leandro DMK, de Azevedo SS, Teixeira JQ, Mimica MJ.","Semin Perinatol. 2025 Dec;49(8):152124. doi: 10.1016/j.semperi.2025.152124. Epub 2025 Aug 14.","Variane GFT","Semin Perinatol","2025","2025/08/15","","","10.1016/j.semperi.2025.152124"
"38876452","Identify and mitigate bias in electronic phenotyping: A comprehensive study from computational perspective","Ding S, Zhang S, Hu X, Zou N.","J Biomed Inform. 2024 Aug;156:104671. doi: 10.1016/j.jbi.2024.104671. Epub 2024 Jun 12.","Ding S","J Biomed Inform","2024","2024/06/14","","","10.1016/j.jbi.2024.104671"
"40444840","Addressing Workforce and Ethical Gaps in AI-Driven Mental Health Care: A Response to Higgins and Wilson","Chiu SC, Wei LC.","Int J Ment Health Nurs. 2025 Jun;34(3):e70075. doi: 10.1111/inm.70075.","Chiu SC","Int J Ment Health Nurs","2025","2025/05/30","","","10.1111/inm.70075"
"35194459","Achieving Equitable Access to Medicines and Health Services: A COVID-19-time Recalled Matter","Mousavi T, Nikfar S, Abdollahi M.","Iran J Pharm Res. 2021 Fall;20(4):450-466. doi: 10.22037/ijpr.2021.116120.15709.","Mousavi T","Iran J Pharm Res","2021","2022/02/23","PMC8842612","","10.22037/ijpr.2021.116120.15709"
"40991935","Patient Participation in AI for Health Curriculum","Ostherr K, Huang W, Park A, Punnen T, Tadigotla B, Robinson V, Downing A.","J Particip Med. 2025 Sep 24;17:e69942. doi: 10.2196/69942.","Ostherr K","J Particip Med","2025","2025/09/24","PMC12508668","","10.2196/69942"
"40294189","2025 Watch List: Artificial Intelligence in Health Care: Health Technologies","","Ottawa (ON): Canadian Agency for Drugs and Technologies in Health; 2025 Mar. Report No.: ER0015.","","2025 Watch List: Artificial Intelligence in Health Care: Health Technologies","2025","2025/03/01","","",""
"39541580","Economics and Equity of Large Language Models: Health Care Perspective","Nagarajan R, Kondo M, Salas F, Sezgin E, Yao Y, Klotzman V, Godambe SA, Khan N, Limon A, Stephenson G, Taraman S, Walton N, Ehwerhemuepha L, Pandit J, Pandita D, Weiss M, Golden C, Gold A, Henderson J, Shippy A, Celi LA, Hogan WR, Oermann EK, Sanger T, Martel S.","J Med Internet Res. 2024 Nov 14;26:e64226. doi: 10.2196/64226.","Nagarajan R","J Med Internet Res","2024","2024/11/14","PMC11605263","","10.2196/64226"
"40895877","Robotics in Orthopaedics: Exploring Future Possibilities for South Africa","Hansen W, Nyarko K.","Cureus. 2025 Jul 29;17(7):e88998. doi: 10.7759/cureus.88998. eCollection 2025 Jul.","Hansen W","Cureus","2025","2025/09/02","PMC12393809","","10.7759/cureus.88998"
"39232303","Bias Perpetuates Bias: ChatGPT Learns Gender Inequities in Academic Surgery Promotions","Desai P, Wang H, Davis L, Ullmann TM, DiBrito SR.","J Surg Educ. 2024 Nov;81(11):1553-1557. doi: 10.1016/j.jsurg.2024.07.023. Epub 2024 Sep 3.","Desai P","J Surg Educ","2024","2024/09/04","","","10.1016/j.jsurg.2024.07.023"
"40934218","Intensive care unit nursing workload estimation in smart hospitals","Nolio Santa Cruz R, Vaz Sampaio H, Becker Westphall C, Dutra de Camargo M, Couto Carvalho Barra D.","J Health Organ Manag. 2024 Nov 13;38(8):1146-1162. doi: 10.1108/JHOM-01-2024-0019.","Nolio Santa Cruz R","J Health Organ Manag","2024","2025/09/11","","","10.1108/JHOM-01-2024-0019"
"39340312","Efficacy of User Self-Led and Human-Supported Digital Health Interventions for People With Schizophrenia: A Systematic Review and Meta-Analysis","Arnautovska U, Trott M, Vitangcol KJ, Milton A, Brown E, Warren N, Leucht S, Firth J, Siskind D.","Schizophr Bull. 2025 Sep 8;51(5):1402-1416. doi: 10.1093/schbul/sbae143.","Arnautovska U","Schizophr Bull","2025","2024/09/28","PMC12414553","","10.1093/schbul/sbae143"
"40621598","An Artificial Intelligence Pipeline for Hepatocellular Carcinoma: From Data to Treatment Recommendations","Zhang X, Yang L, Liu C, Yuan X, Zhang Y.","Int J Gen Med. 2025 Jul 2;18:3581-3595. doi: 10.2147/IJGM.S529322. eCollection 2025.","Zhang X","Int J Gen Med","2025","2025/07/07","PMC12229156","","10.2147/IJGM.S529322"
"40481646","Applying Duties to Oversee AI to Medical Practitioners in Australia","Nevin M, Johnson SL.","J Law Med. 2025 Jun;32(1):65-73.","Nevin M","J Law Med","2025","2025/06/07","","",""
"38643010","Patient preferences in genetic newborn screening for rare diseases: study protocol","Martin S, Angolini E, Audi J, Bertini E, Bruno LP, Coulter J, Ferlini A, Fortunato F, Frankova V, Garnier N, Grauman Å, Gross E, Hauber B, Hansson M, Kirschner J, Knieling F, Kyosovksa G, Ottombrino S, Novelli A, Raming R, Sansen S, Saier C, Veldwijk J.","BMJ Open. 2024 Apr 19;14(4):e081835. doi: 10.1136/bmjopen-2023-081835.","Martin S","BMJ Open","2024","2024/04/20","PMC11056621","","10.1136/bmjopen-2023-081835"
"32957946","Are we ready for artificial intelligence health monitoring in elder care?","Ho A.","BMC Geriatr. 2020 Sep 21;20(1):358. doi: 10.1186/s12877-020-01764-9.","Ho A","BMC Geriatr","2020","2020/09/22","PMC7504871","","10.1186/s12877-020-01764-9"
"40886016","I have been scammed in my qualitative research","Bandiera C, Lowrie K, Thomas D, Mistry SK, Harris E, Harris MF, Aslani P.","Res Integr Peer Rev. 2025 Aug 30;10(1):18. doi: 10.1186/s41073-025-00179-7.","Bandiera C","Res Integr Peer Rev","2025","2025/08/30","PMC12398116","","10.1186/s41073-025-00179-7"
"41509104","Enhancing Strategic Agility and Real Time Decision-Making in the Technology Sector: Exploring the Role of AI and e-HRM Systems","Ongesa Nyamboga T.","F1000Res. 2025 Nov 10;14:1238. doi: 10.12688/f1000research.167708.1. eCollection 2025.","Ongesa Nyamboga T","F1000Res","2025","2026/01/09","PMC12775665","","10.12688/f1000research.167708.1"
"39696193","Target informed client recruitment for efficient federated learning in healthcare","Scheltjens V, Wamba Momo LN, Verbeke W, De Moor B.","BMC Med Inform Decis Mak. 2024 Dec 18;24(1):380. doi: 10.1186/s12911-024-02798-4.","Scheltjens V","BMC Med Inform Decis Mak","2024","2024/12/19","PMC11653562","","10.1186/s12911-024-02798-4"
"34837000","Combining machine learning and conventional statistical approaches for risk factor discovery in a large cohort study","Madakkatel I, Zhou A, McDonnell MD, Hyppönen E.","Sci Rep. 2021 Nov 26;11(1):22997. doi: 10.1038/s41598-021-02476-9.","Madakkatel I","Sci Rep","2021","2021/11/27","PMC8626442","","10.1038/s41598-021-02476-9"
"29653917","Privacy-Preserving Patient Similarity Learning in a Federated Environment: Development and Analysis","Lee J, Sun J, Wang F, Wang S, Jun CH, Jiang X.","JMIR Med Inform. 2018 Apr 13;6(2):e20. doi: 10.2196/medinform.7744.","Lee J","JMIR Med Inform","2018","2018/04/15","PMC5924379","","10.2196/medinform.7744"
"41075423","Artificial intelligence in clinical trials: A comprehensive review of opportunities, challenges, and future directions","Olawade DB, Fidelis SC, Marinze S, Egbon E, Osunmakinde A, Osborne A.","Int J Med Inform. 2026 Feb;206:106141. doi: 10.1016/j.ijmedinf.2025.106141. Epub 2025 Oct 8.","Olawade DB","Int J Med Inform","2026","2025/10/11","","","10.1016/j.ijmedinf.2025.106141"
"33362363","AI-based healthcare: a new dawn or apartheid revisited?","Parfett A, Townley S, Allerfeldt K.","AI Soc. 2021;36(3):983-999. doi: 10.1007/s00146-020-01120-w. Epub 2020 Dec 22.","Parfett A","AI Soc","2021","2020/12/28","PMC7754701","","10.1007/s00146-020-01120-w"
"33453724","Early detection of sepsis using artificial intelligence: a scoping review protocol","Pepic I, Feldt R, Ljungström L, Torkar R, Dalevi D, Maurin Söderholm H, Andersson LM, Axelson-Fisk M, Bohm K, Sjöqvist BA, Candefjord S.","Syst Rev. 2021 Jan 16;10(1):28. doi: 10.1186/s13643-020-01561-w.","Pepic I","Syst Rev","2021","2021/01/17","PMC7811741","","10.1186/s13643-020-01561-w"
"37670641","[Exploration of remote management and an intelligent platform for in-hospital respiratory therapy]","Ge HQ, Pan Q.","Zhonghua Jie He He Hu Xi Za Zhi. 2023 Sep 12;46(9):858-861. doi: 10.3760/cma.j.cn112147-20230601-00282.","Ge HQ","Zhonghua Jie He He Hu Xi Za Zhi","2023","2023/09/06","","","10.3760/cma.j.cn112147-20230601-00282"
"40063946","Assessment of the Efficiency of a ChatGPT-Based Tool, MyGenAssist, in an Industry Pharmacovigilance Department for Case Documentation: Cross-Over Study","Benaïche A, Billaut-Laden I, Randriamihaja H, Bertocchio JP.","J Med Internet Res. 2025 Mar 10;27:e65651. doi: 10.2196/65651.","Benaïche A","J Med Internet Res","2025","2025/03/10","PMC11933758","","10.2196/65651"
"36768092","Evaluation of AIML + HDR-A Course to Enhance Data Science Workforce Capacity for Hispanic Biomedical Researchers","Heredia-Negron F, Alamo-Rodriguez N, Oyola-Velazquez L, Nieves B, Carrasquillo K, Hochheiser H, Fristensky B, Daluz-Santana I, Fernandez-Repollet E, Roche-Lima A.","Int J Environ Res Public Health. 2023 Feb 3;20(3):2726. doi: 10.3390/ijerph20032726.","Heredia-Negron F","Int J Environ Res Public Health","2023","2023/02/11","PMC9914971","","10.3390/ijerph20032726"
"40928244","The ethics of Artificial Intelligence-based psychotherapy and the future of psychiatry","Aggarwal NK, Bhugra D.","Int Rev Psychiatry. 2025 Sep 10:1-7. doi: 10.1080/09540261.2025.2559108. Online ahead of print.","Aggarwal NK","Int Rev Psychiatry","2025","2025/09/10","","","10.1080/09540261.2025.2559108"
"40391869","[AI in mental healthcare: hope or hype?]","Bassil KC, van Dellen E.","Ned Tijdschr Geneeskd. 2025 May 22;169:D8469.","Bassil KC","Ned Tijdschr Geneeskd","2025","2025/05/20","","",""
"37066067","Digitalization of relational space in the service triangle: The case study of retail banking","Carreri A, Gosetti G, Masiero N.","Front Sociol. 2023 Mar 30;8:1141879. doi: 10.3389/fsoc.2023.1141879. eCollection 2023.","Carreri A","Front Sociol","2023","2023/04/17","PMC10101322","","10.3389/fsoc.2023.1141879"
"40633920","Ethical Implications of Artificial Intelligence in Vaccine Equity: Protocol for Exploring Vaccine Distribution Planning and Scheduling in Pandemics in Low- and Middle-Income Countries","Akuma I, Vaswani V, Ekmekci EP.","JMIR Res Protoc. 2025 Jul 9;14:e76634. doi: 10.2196/76634.","Akuma I","JMIR Res Protoc","2025","2025/07/09","PMC12287670","","10.2196/76634"
"37052996","Investigating Employees' Concerns and Wishes Regarding Digital Stress Management Interventions With Value Sensitive Design: Mixed Methods Study","Kerr JI, Naegelin M, Benk M, V Wangenheim F, Meins E, Viganò E, Ferrario A.","J Med Internet Res. 2023 Apr 13;25:e44131. doi: 10.2196/44131.","Kerr JI","J Med Internet Res","2023","2023/04/13","PMC10141316","","10.2196/44131"
"34238040","Data Dentistry: How Data Are Changing Clinical Care and Research","Schwendicke F, Krois J.","J Dent Res. 2022 Jan;101(1):21-29. doi: 10.1177/00220345211020265. Epub 2021 Jul 8.","Schwendicke F","J Dent Res","2022","2021/07/09","PMC8721539","","10.1177/00220345211020265"
"35880186","Analysis of Enterprise Social Responsibility to Employee Psychological Satisfaction Based on Discriminant Least Square Regression","Ren J, Zhong N.","Front Psychol. 2022 Jul 8;13:925010. doi: 10.3389/fpsyg.2022.925010. eCollection 2022.","Ren J","Front Psychol","2022","2022/07/26","PMC9307929","","10.3389/fpsyg.2022.925010"
